regulator_oln_id	target_oln_id	gene_expression_evidence	binding_evidence	combinatorial_evidence	regulation_direction	pubmed_id
YBR049C	YML007W	1	1	0	inactivates	20385592,22720667
YBR049C	YML008C	1	1	0	activates	20385592,22720667
YBR049C	YML030W	0	2	0		21329885,22720667
YBR049C	YML043C	0	2	0		21329885,22720667
YBR049C	YML052W	0	2	0		21329885,22720667
YBR049C	YML053C	0	2	0		21329885,22720667
YBR049C	YML058W	2	1	0	activates	17417638,20385592,21329885
YBR049C	YML082W	0	2	0		21329885,22720667
YBR049C	YML102W	0	2	0		21329885,22720667
YBR049C	YML109W	0	2	0		21329885,22720667
YBR049C	YML114C	0	2	0		21329885,22720667
YBR049C	YML119W	0	2	0		12399584,16522208
YBR049C	YML120C	0	2	0		12399584,16522208
YBR049C	YML124C	0	2	0		21329885,22720667
YBR049C	YML129C	0	2	0		12399584,16522208
YBR049C	YMR003W	0	2	0		21329885,22720667
YBR049C	YMR019W	0	2	0		21329885,22720667
YBR049C	YMR039C	0	2	0		12399584,16522208
YBR049C	YMR040W	0	2	0		12399584,16522208
YBR049C	YMR047C	0	2	0		16522208,21329885
YBR049C	YMR048W	0	2	0		16522208,21329885
YBR049C	YMR049C	0	2	0		21329885,22720667
YBR049C	YMR074C	0	2	0		21329885,22720667
YBR049C	YMR117C	0	2	0		16522208,21329885
YBR049C	YMR121C	0	2	0		12399584,16522208
YBR049C	YMR122W-A	0	3	0		12399584,16522208,21329885
YBR049C	YMR146C	0	2	0		21329885,22720667
YBR049C	YMR183C	0	2	0		21329885,22720667
YBR049C	YMR184W	0	2	0		21329885,22720667
YBR049C	YMR186W	2	3	0	activates	12399584,16522208,17417638,20385592,21329885
YBR049C	YMR188C	0	2	0		12399584,16522208
YBR049C	YMR189W	0	2	0		12399584,16522208
YBR049C	YMR190C	0	2	0		21329885,22720667
YBR049C	YMR191W	0	2	0		21329885,22720667
YBR049C	YMR207C	0	2	0		21329885,22720667
YBR049C	YMR208W	1	2	0	activates	20385592,21329885,22720667
YBR049C	YMR214W	0	3	0		12399584,16522208,21329885
YBR049C	YMR221C	0	2	0		12399584,16522208
YBR049C	YMR251W-A	2	1	0	inactivates	17417638,20385592,21329885
YBR049C	YMR264W	0	2	0		21329885,22720667
YBR049C	YMR280C	0	2	0		12399584,16522208
YBR049C	YMR281W	0	3	0		12399584,16522208,21329885
YBR049C	YMR290C	0	2	0		21329885,22720667
YBR049C	YMR292W	0	2	0		21329885,22720667
YBR049C	YMR296C	1	1	0	activates	20385592,21329885
YBR049C	YMR306W	0	2	0		21329885,22720667
YBR049C	YNL006W	0	2	0		21329885,22720667
YBR049C	YNL007C	1	1	0	activates	20385592,22720667
YBR049C	YNL008C	0	2	0		12399584,16522208
YBR049C	YNL034W	1	1	0	inactivates	20385592,21329885
YBR049C	YNL065W	1	1	0	inactivates	20385592,22720667
YBR049C	YNL075W	0	2	0		21329885,22720667
YBR049C	YNL090W	0	2	0		12399584,16522208
YBR049C	YNL091W	0	2	0		12399584,16522208
YBR049C	YNL099C	0	2	0		21329885,22720667
YBR049C	YNL111C	0	2	0		12399584,16522208
YBR049C	YNL113W	0	2	0		12399584,16522208
YBR049C	YNL115C	0	2	0		12399584,16522208
YBR049C	YNL124W	0	2	0		21329885,22720667
YBR049C	YNL126W	0	2	0		21329885,22720667
YBR049C	YNL135C	0	2	0		21329885,22720667
YBR049C	YNL144C	0	2	0		21329885,22720667
YBR049C	YNL161W	0	2	0		12399584,22720667
YBR049C	YNL169C	0	2	0		12399584,16522208
YBR049C	YNL185C	0	2	0		21329885,22720667
YBR049C	YNL186W	0	2	0		21329885,22720667
YBR049C	YNL216W	0	2	0		21329885,22720667
YBR049C	YNL221C	0	2	0		21329885,22720667
YBR049C	YNL229C	0	2	0		21329885,22720667
YBR049C	YNL232W	0	2	0		21329885,22720667
YBR049C	YNL247W	0	2	0		21329885,22720667
YBR049C	YNL248C	0	2	0		21329885,22720667
YBR049C	YNL262W	0	3	0		12399584,21329885,22720667
YBR049C	YNL263C	0	3	0		12399584,21329885,22720667
YBR049C	YNL271C	0	2	0		21329885,22720667
YBR049C	YNL281W	0	2	0		21329885,22720667
YBR049C	YNL284C	0	2	0		12399584,22720667
YBR049C	YNL287W	0	2	0		21329885,22720667
YBR049C	YNL301C	1	1	0	activates	20385592,22720667
YBR049C	YNL305C	0	2	0		21329885,22720667
YBR049C	YNR011C	0	2	0		12399584,16522208
YBR049C	YNR012W	0	2	0		12399584,16522208
YBR049C	YNR032W	0	2	0		21329885,22720667
YBR049C	YNR037C	0	2	0		21329885,22720667
YBR049C	YNR038W	0	2	0		21329885,22720667
YBR049C	YNR039C	0	2	0		12399584,16522208
YBR049C	YNR040W	0	2	0		12399584,16522208
YBR049C	YNR052C	0	2	0		21329885,22720667
YBR049C	YOL004W	0	2	0		12399584,16522208
YBR049C	YOL005C	0	2	0		12399584,16522208
YBR049C	YOL006C	0	2	0		12399584,16522208
YBR049C	YOL023W	0	2	0		21329885,22720667
YBR049C	YOL030W	1	1	0	activates	20385592,22720667
YBR049C	YOL061W	0	2	0		21329885,22720667
YBR049C	YOL062C	0	2	0		21329885,22720667
YBR049C	YOL082W	0	2	0		21329885,22720667
YBR049C	YOL129W	0	2	0		21329885,22720667
YBR049C	YOL144W	0	2	0		16522208,21329885
YBR049C	YOL148C	0	2	0		21329885,22720667
YBR049C	YOR021C	0	2	0		16522208,21329885
YBR049C	YOR023C	0	2	0		21329885,22720667
YBR049C	YOR025W	0	2	0		21329885,22720667
YBR049C	YOR048C	0	2	0		16522208,21329885
YBR049C	YOR063W	2	1	0	activates	17417638,20385592,22720667
YBR049C	YOR070C	0	2	0		21329885,22720667
YBR049C	YOR076C	0	2	0		21329885,22720667
YBR049C	YOR077W	0	2	0		21329885,22720667
YBR049C	YOR093C	0	2	0		16522208,21329885
YBR049C	YOR094W	0	2	0		16522208,21329885
YBR049C	YOR116C	0	2	0		12399584,16522208
YBR049C	YOR117W	0	2	0		12399584,16522208
YBR049C	YOR128C	0	2	0		12399584,16522208
YBR049C	YOR138C	0	2	0		21329885,22720667
YBR049C	YOR148C	0	2	0		21329885,22720667
YBR049C	YOR150W	0	2	0		12399584,16522208
YBR049C	YOR151C	0	2	0		21329885,22720667
YBR049C	YOR187W	0	2	0		12399584,16522208
YBR049C	YOR189W	0	2	0		21329885,22720667
YBR049C	YOR196C	0	2	0		21329885,22720667
YBR049C	YOR237W	1	2	0	inactivates	20385592,21329885,22720667
YBR049C	YOR246C	0	2	0		21329885,22720667
YBR049C	YOR259C	0	2	0		21329885,22720667
YBR049C	YOR265W	0	2	0		21329885,22720667
YBR049C	YOR272W	0	2	0		12399584,16522208
YBR049C	YOR275C	0	2	0		21329885,22720667
YBR049C	YOR276W	1	2	0	activates	20385592,21329885,22720667
YBR049C	YOR287C	1	2	0	inactivates	16522208,20385592,21329885
YBR049C	YOR290C	0	2	0		21329885,22720667
YBR049C	YOR311C	0	2	0		21329885,22720667
YBR049C	YOR318C	0	2	0		12399584,22720667
YBR049C	YOR332W	0	2	0		21329885,22720667
YBR049C	YOR335C	0	2	0		12399584,16522208
YBR049C	YOR336W	0	2	0		12399584,16522208
YBR049C	YOR353C	0	2	0		16522208,21329885
YBR049C	YOR361C	0	2	0		21329885,22720667
YBR049C	YOR369C	1	1	0	activates	17417638,22720667
YBR049C	YPL010W	0	2	0		21329885,22720667
YBR049C	YPL011C	0	2	0		21329885,22720667
YBR049C	YPL018W	0	2	0		21329885,22720667
YBR049C	YPL019C	0	2	0		21329885,22720667
YBR049C	YPL027W	0	2	0		21329885,22720667
YBR049C	YPL037C	0	2	0		21329885,22720667
YBR049C	YPL047W	0	2	0		21329885,22720667
YBR049C	YPL059W	0	2	0		21329885,22720667
YBR049C	YPL088W	1	1	0	inactivates	20385592,22720667
YBR049C	YPL118W	0	2	0		21329885,22720667
YBR049C	YPL119C	0	2	0		21329885,22720667
YBR049C	YPL126W	0	2	0		21329885,22720667
YBR049C	YPL178W	0	2	0		21329885,22720667
YBR049C	YPL179W	0	2	0		21329885,22720667
YBR049C	YPL180W	0	2	0		12399584,16522208
YBR049C	YPL204W	0	2	0		12399584,16522208
YBR049C	YPL206C	0	2	0		12399584,16522208
YBR049C	YPL218W	1	2	0	activates	20385592,21329885,22720667
YBR049C	YPL225W	1	2	0	activates	17417638,21329885,22720667
YBR049C	YPL231W	0	2	0		21329885,22720667
YBR049C	YPR025C	0	3	0		12399584,16522208,21329885
YBR049C	YPR026W	0	2	0		12399584,16522208
YBR049C	YPR029C	0	2	0		21329885,22720667
YBR049C	YPR036W	0	2	0		21329885,22720667
YBR049C	YPR042C	0	2	0		21329885,22720667
YBR049C	YPR043W	0	2	0		21329885,22720667
YBR049C	YPR055W	0	3	0		12399584,16522208,21329885
YBR049C	YPR067W	0	3	0		12399584,21329885,22720667
YBR049C	YPR074C	2	2	0	activates	12399584,17417638,20385592,22720667
YBR049C	YPR075C	1	2	0	inactivates	20385592,21329885,22720667
YBR049C	YPR119W	0	2	0		12399584,16522208
YBR049C	YPR133C	0	2	0		21329885,22720667
YBR049C	YPR133W-A	0	2	0		21329885,22720667
YBR049C	YPR143W	0	2	0		21329885,22720667
YBR049C	YPR163C	0	2	0		12399584,16522208
YBR049C	YPR164W	0	2	0		12399584,16522208
YBR049C	YPR181C	0	2	0		12399584,22720667
YBR049C	YPR182W	0	2	0		12399584,22720667
YBR083W	YAR010C	2	1	0	activates	17417638,20385592,22720667
YBR083W	YAR015W	1	1	0	activates	16522208,20385592
YBR083W	YBL016W	1	1	0	activates	16522208,20385592
YBR083W	YBR083W	1	1	0	activates	16522208,20385592
YBR083W	YBR117C	0	0	1		10535956
YBR083W	YCR018C	0	0	1		10535956
YBR083W	YDL160C	0	0	1		10535956
YBR083W	YDL161W	0	0	1		10535956
YBR083W	YDL222C	0	0	1		10535956
YBR083W	YDR055W	1	0	1	inactivates	10535956,20385592
YBR083W	YDR276C	1	1	0	inactivates	20385592,22720667
YBR083W	YDR316W-A	2	1	0	activates	17417638,20385592,22720667
YBR083W	YDR317W	1	1	0	activates	20385592,22720667
YBR083W	YEL033W	0	0	1		10535956
YBR083W	YER070W	0	0	1		10535956
YBR083W	YER103W	0	0	1		10535956
YBR083W	YER189W	1	1	0	activates	20385592,22720667
YBR083W	YFL048C	1	1	0	activates	20385592,22720667
YBR083W	YGL062W	1	1	0	activates	16522208,20385592
YBR083W	YGL178W	0	0	1		10535956
YBR083W	YGR166W	1	1	0	activates	20385592,22720667
YBR083W	YGR213C	0	0	1		10535956
YBR083W	YGR221C	1	1	0	activates	16522208,20385592
YBR083W	YGR294W	1	1	0	activates	20385592,22720667
YBR182C	YDR350C	0	2	0		12399584,22720667
YBR182C	YDR351W	0	2	0		12399584,22720667
YBR182C	YDR418W	0	2	0		12399584,22720667
YBR182C	YDR420W	0	2	0		12399584,22720667
YBR182C	YEL040W	0	2	0		12399584,22720667
YBR182C	YER011W	0	2	0		12399584,22720667
YBR182C	YGL115W	0	2	0		12399584,22720667
YBR182C	YCR073W-A	0	2	0		12399584,22720667
YBR182C	YGR282C	0	2	0		12399584,22720667
YBR182C	YGR283C	0	2	0		12399584,22720667
YBR182C	YHR030C	0	2	0		12399584,22720667
YBR182C	YHR080C	0	2	0		12399584,22720667
YBR182C	YHR081W	0	2	0		12399584,22720667
YBR182C	YHR091C	0	2	0		12399584,22720667
YBR182C	YHR193C	0	2	0		12399584,22720667
YBR182C	YHR194W	0	2	0		12399584,22720667
YBR182C	YIR013C	0	2	0		12399584,22720667
YBR182C	YIR014W	0	2	0		12399584,22720667
YBR182C	YIR020C	0	2	0		12399584,22720667
YBR182C	YJR044C	0	2	0		12399584,22720667
YBR182C	YKL096W	0	2	0		12399584,22720667
YBR182C	YKL164C	0	2	0		12399584,22720667
YBR182C	YKL185W	0	2	0		12399584,22720667
YBR182C	YLR300W	0	2	0		12399584,22720667
YBR182C	YLR389C	0	2	0		12399584,22720667
YBR182C	YLR390W	0	2	0		12399584,22720667
YBR182C	YLR390W-A	0	2	0		12399584,16522208
YBR182C	YLR393W	0	2	0		12399584,22720667
YBR182C	YNL113W	0	2	0		12399584,22720667
YBR182C	YNL115C	0	2	0		12399584,22720667
YBR182C	YNL236W	0	2	0		12399584,22720667
YBR182C	YNL337W	0	2	0		12399584,22720667
YBR182C	YOR138C	0	2	0		12399584,22720667
YBR182C	YOR140W	0	2	0		12399584,22720667
YBR182C	YOR236W	1	1	0	inactivates	20385592,22720667
YBR182C	YPL175W	0	2	0		12399584,22720667
YBR182C	YPL176C	0	2	0		12399584,22720667
YBR182C	YPL249C-A	0	2	0		12399584,22720667
YBR182C	YPR124W	0	2	0		12399584,22720667
YBR182C	YPR198W	0	2	0		12399584,22720667
YBR240C	YDR179C	1	2	0	inactivates	12399584,20385592,22720667
YBR240C	YDR473C	0	2	0		12399584,22720667
YBR240C	YEL007W	1	1	0	activates	20385592,22720667
YBR240C	YEL046C	1	1	0	activates	20385592,22720667
YBR240C	YER146W	1	1	0	inactivates	20385592,22720667
YBR240C	YFL067W	1	1	0	activates	20385592,22720667
YBR240C	YGR020C	1	1	0	inactivates	20385592,22720667
YBR240C	YIL156W	1	1	0	activates	20385592,22720667
YBR240C	YJR108W	1	1	0	activates	20385592,22720667
YBR240C	YLR044C	1	1	0	activates	20385592,22720667
YBR240C	YMR037C	1	1	0	activates	20385592,22720667
YBR240C	YOL127W	1	1	0	inactivates	20385592,22720667
YBR240C	YPL043W	1	1	0	inactivates	20385592,22720667
YCR018C	YBR168W	0	2	0		12399584,22720667
YCR018C	YDR245W	0	2	0		12399584,22720667
YCR018C	YLL032C	0	2	0		12399584,22720667
YCR084C	YBR068C	2	1	0	activates	17417638,20385592,21329885
YCR084C	YBR072W	2	1	0	inactivates	17417638,21329885,24766815
YCR084C	YDL182W	1	1	0	activates	20385592,21329885
YCR084C	YDR034W-B	1	1	0	inactivates	21329885,24766815
YCR084C	YDR041W	1	1	0	inactivates	20385592,21329885
YCR084C	YDR342C	2	1	0	inactivates	17417638,20385592,21329885
YCR084C	YDR345C	1	1	0	inactivates	20385592,21329885
YCR084C	YER064C	1	1	0	activates	20385592,21329885
YCR084C	YER067W	3	1	0	inactivates	17417638,20385592,21329885,24766815
YCR084C	YER069W	1	1	0	activates	20385592,21329885
YCR084C	YER103W	1	1	0	activates	20385592,21329885
YCR084C	YER147C	1	1	0	inactivates	20385592,21329885
YCR084C	YER150W	3	1	0	inactivates	17417638,20385592,21329885,24766815
YCR084C	YFL002C	1	1	0	activates	20385592,21329885
YCR084C	YFR006W	1	1	0	inactivates	20385592,21329885
YCR084C	YFR038W	1	1	0	activates	20385592,21329885
YCR084C	YGL027C	1	1	0	activates	20385592,21329885
YCR084C	YGL171W	2	1	0	activates	17417638,20385592,21329885
YCR084C	YGR157W	2	1	0	activates	17417638,20385592,21329885
YCR084C	YGR161C	2	1	0	inactivates	20385592,21329885,24766815
YCR084C	YGR254W	2	1	0	activates	17417638,20385592,21329885
YCR084C	YHR005C	1	1	0	activates	20385592,21329885
YCR084C	YHR154W	1	1	0	activates	20385592,21329885
YCR084C	YHR162W	1	1	0	activates	20385592,21329885
YCR084C	YHR179W	1	1	0	inactivates	20385592,21329885
YCR084C	YIL011W	2	1	0	inactivates	20385592,21329885,24766815
YCR084C	YJL034W	1	1	0	activates	20385592,21329885
YCR084C	YJL088W	1	1	0	inactivates	20385592,21329885
YCR084C	YJL126W	1	1	0	activates	20385592,21329885
YCR084C	YKL060C	1	1	0	activates	20385592,21329885
YCR084C	YKR039W	2	1	0	inactivates	20385592,21329885,24766815
YCR084C	YLL024C	1	1	0	activates	20385592,21329885
YCR084C	YLR064W	1	1	0	activates	20385592,21329885
YCR084C	YLR152C	1	1	0	activates	20385592,21329885
YCR084C	YLR248W	1	1	0	activates	20385592,21329885
YCR084C	YLR258W	1	1	0	inactivates	21329885,24766815
YCR084C	YLR327C	3	1	0	inactivates	17417638,20385592,21329885,24766815
YCR084C	YML131W	3	1	0	inactivates	17417638,20385592,21329885,24766815
YCR084C	YMR120C	1	1	0	activates	20385592,21329885
YCR084C	YMR251W-A	2	1	0	inactivates	20385592,21329885,24766815
YCR084C	YNL096C	1	1	0	activates	20385592,21329885
YCR084C	YNL220W	2	1	0	activates	17417638,20385592,21329885
YCR084C	YOL014W	2	1	0	activates	17417638,20385592,21329885
YCR084C	YOL130W	1	1	0	activates	20385592,21329885
YCR084C	YOL158C	2	1	0	activates	17417638,20385592,21329885
YCR084C	YOR047C	1	1	0	activates	20385592,21329885
YCR084C	YOR161C	1	1	0	inactivates	21329885,24766815
YCR084C	YOR249C	1	1	0	activates	20385592,21329885
YCR084C	YOR335C	1	1	0	activates	20385592,21329885
YCR084C	YPL137C	1	1	0	inactivates	20385592,21329885
YCR084C	YPL265W	3	1	0	activates	17417638,20385592,21329885,24766815
YCR084C	YPR160W	1	1	0	inactivates	20385592,21329885
YCR106W	YCR107W	1	1	0	activates	20385592,22720667
YCR106W	YDR517W	1	1	0	activates	20385592,22720667
YCR106W	YLR297W	1	1	0	inactivates	20385592,22720667
YCR106W	YMR103C	1	1	0	inactivates	20385592,22720667
YDL020C	YAL005C	1	1	0	inactivates	20385592,22720667
YDL020C	YBL041W	1	1	0	activates	20385592,22720667
YDL020C	YBL058W	1	1	0	activates	20385592,22720667
YDL020C	YBR170C	1	1	0	activates	20385592,22720667
YDL020C	YBR173C	1	1	0	activates	20385592,22720667
YDL020C	YBR175W	1	1	0	activates	20385592,22720667
YDL020C	YCL040W	1	1	0	inactivates	20385592,22720667
YDL020C	YCL057W	1	1	0	activates	20385592,22720667
YDL020C	YCR082W	2	1	0	activates	17417638,20385592,22720667
YDL020C	YDL007W	1	1	0	activates	20385592,22720667
YDL020C	YDL097C	1	1	0	activates	20385592,22720667
YDL020C	YDL100C	1	1	0	activates	20385592,22720667
YDL020C	YDL126C	1	1	0	activates	20385592,22720667
YDL020C	YDL144C	1	1	0	activates	16522208,20385592
YDL020C	YDL147W	1	1	0	activates	20385592,22720667
YDL020C	YDR394W	1	1	0	activates	16522208,20385592
YDL020C	YDR427W	1	1	0	activates	16522208,20385592
YDL020C	YEL037C	1	1	0	activates	16522208,20385592
YDL020C	YER004W	1	1	0	activates	20385592,22720667
YDL020C	YER012W	2	1	0	activates	16522208,17417638,20385592
YDL020C	YER021W	1	1	0	activates	16522208,20385592
YDL020C	YER094C	1	1	0	activates	16522208,20385592
YDL020C	YER142C	1	1	0	activates	20385592,22720667
YDL020C	YFL044C	1	1	0	activates	20385592,22720667
YDL020C	YFR003C	1	1	0	activates	16522208,20385592
YDL020C	YFR004W	1	1	0	activates	16522208,20385592
YDL020C	YFR010W	1	1	0	activates	16522208,20385592
YDL020C	YFR050C	1	1	0	activates	16522208,20385592
YDL020C	YFR052W	1	1	0	activates	20385592,22720667
YDL020C	YGL011C	1	1	0	activates	16522208,20385592
YDL020C	YGL012W	1	1	0	activates	16522208,20385592
YDL020C	YGL013C	1	1	0	activates	16522208,20385592
YDL020C	YGL033W	1	1	0	activates	17417638,22720667
YBR049C	YOR149C	0	2	0		12399584,16522208
YDL020C	YGL048C	1	1	0	activates	16522208,20385592
YDL020C	YGL062W	1	1	0	activates	20385592,22720667
YDL020C	YGR048W	1	1	0	activates	16522208,20385592
YDL020C	YGR135W	1	1	0	activates	16522208,20385592
YDL020C	YGR231C	1	1	0	activates	20385592,22720667
YDL020C	YGR253C	1	1	0	activates	16522208,20385592
YDL020C	YHR027C	1	1	0	activates	20385592,22720667
YDL020C	YHR200W	1	1	0	activates	20385592,22720667
YDL020C	YIL075C	2	1	0	activates	16522208,17417638,20385592
YDL020C	YJL001W	2	1	0	activates	16522208,17417638,20385592
YDL020C	YJL159W	1	1	0	inactivates	20385592,22720667
YDL020C	YKL015W	1	1	0	activates	20385592,22720667
YDL020C	YKL117W	1	1	0	activates	20385592,22720667
YDL020C	YKL145W	2	1	0	activates	16522208,17417638,20385592
YDL020C	YKL187C	1	1	0	activates	20385592,22720667
YDL020C	YKL196C	1	1	0	activates	20385592,22720667
YDL020C	YKL210W	1	1	0	activates	16522208,20385592
YDL020C	YML032C	1	1	0	activates	20385592,22720667
YDL020C	YML092C	1	1	0	activates	16522208,20385592
YDL020C	YML125C	1	1	0	activates	20385592,22720667
YDL020C	YMR100W	1	1	0	activates	20385592,22720667
YDL020C	YMR314W	1	1	0	activates	20385592,22720667
YDL020C	YNL155W	2	1	0	activates	16522208,17417638,20385592
YDL020C	YNL241C	2	1	0	activates	17417638,20385592,22720667
YDL020C	YOL038W	1	1	0	activates	16522208,20385592
YDL020C	YOR007C	1	1	0	activates	20385592,22720667
YDL020C	YOR259C	1	1	0	activates	16522208,20385592
YDL020C	YOR260W	1	1	0	activates	16522208,20385592
YDL020C	YOR261C	1	1	0	activates	16522208,20385592
YDL020C	YOR338W	1	1	0	inactivates	20385592,22720667
YDL020C	YOR362C	1	1	0	activates	20385592,22720667
YDL020C	YPR024W	1	1	0	activates	20385592,22720667
YDL020C	YPR054W	1	1	0	activates	20385592,22720667
YDL056W	YAR007C	1	2	0	inactivates	12399584,16522208,20385592
YDL056W	YBL023C	0	2	0		12399584,22720667
YDL056W	YBR070C	1	2	0	inactivates	12399584,20385592,22720667
YDL056W	YBR071W	1	2	0	inactivates	12399584,20385592,22720667
YDL056W	YBR077C	0	2	0		12399584,16522208
YDL056W	YBR078W	0	2	0		12399584,16522208
YDL056W	YCR064C	0	2	0		12399584,22720667
YDL056W	YCR065W	0	2	0		12399584,16522208
YDL056W	YDL003W	1	2	0	inactivates	12399584,16522208,20385592
YDL056W	YDL017W	0	2	0		12399584,16522208
YDL056W	YDL018C	0	2	0		12399584,16522208
YDL056W	YDL101C	1	2	0	inactivates	12399584,16522208,20385592
YDL056W	YDR097C	0	2	0		12399584,16522208
YDL056W	YDR113C	0	2	0		12399584,16522208
YDL056W	YDR115W	0	2	0		12399584,16522208
YDL056W	YDR263C	1	2	0	inactivates	12399584,16522208,20385592
YDL056W	YDR451C	0	2	0		12399584,16522208
YDL056W	YDR452W	0	2	0		12399584,16522208
YDL056W	YDR500C	0	2	0		12399584,22720667
YDL056W	YDR501W	0	2	0		12399584,22720667
YDL056W	YDR507C	0	2	0		12399584,16522208
YDL056W	YDR525W-A	0	2	0		12399584,16522208
YDL056W	YDR528W	0	2	0		12399584,16522208
YDL056W	YER070W	2	2	0	inactivates	12399584,16522208,17417638,20385592
YDL056W	YER071C	0	2	0		12399584,22720667
YDL056W	YER072W	0	2	0		12399584,22720667
YDL056W	YER078C	0	2	0		12399584,22720667
YDL056W	YER079W	0	2	0		12399584,22720667
YDL056W	YER094C	0	2	0		12399584,22720667
YDL056W	YER095W	2	2	0	inactivates	12399584,17417638,20385592,22720667
YDL056W	YER111C	0	2	0		12399584,16522208
YDL056W	YER112W	0	2	0		12399584,16522208
YDL056W	YER124C	1	1	0	activates	20385592,22720667
YDL056W	YFR017C	0	2	0		12399584,22720667
YDL056W	YGR109C	1	2	0	inactivates	12399584,16522208,20385592
YDL056W	YGR109W-A	0	2	0		12399584,16522208
YDL056W	YGR109W-B	0	2	0		12399584,16522208
YDL056W	YGR110W	0	2	0		12399584,22720667
YDL056W	YGR125W	0	2	0		12399584,22720667
YDL056W	YGR188C	0	2	0		12399584,22720667
YDL056W	YHR061C	0	2	0		12399584,16522208
YDL056W	YHR149C	1	2	0	inactivates	12399584,16522208,20385592
YDL056W	YHR150W	0	2	0		12399584,16522208
YDL056W	YHR151C	0	2	0		12399584,22720667
YDL056W	YHR152W	0	2	0		12399584,22720667
YDL056W	YHR153C	0	2	0		12399584,16522208
YDL056W	YHR154W	0	2	0		12399584,16522208
YDL056W	YHR193C	0	2	0		12399584,22720667
YDL056W	YHR194W	0	2	0		12399584,22720667
YDL056W	YHR195W	0	2	0		12399584,22720667
YDL056W	YJL045W	0	2	0		12399584,22720667
YDL056W	YJL073W	0	2	0		12399584,16522208
YDL056W	YJL074C	0	2	0		12399584,16522208
YDL056W	YJL148W	0	2	0		12399584,22720667
YDL056W	YJL186W	0	2	0		12399584,16522208
YDL056W	YJL187C	0	2	0		12399584,16522208
YDL056W	YJL194W	0	2	0		12399584,16522208
YDL056W	YJL196C	1	2	0	inactivates	12399584,16522208,20385592
YDL056W	YJR030C	0	2	0		12399584,16522208
YDL056W	YKL045W	1	1	0	inactivates	20385592,22720667
YDL056W	YKL084W	0	2	0		12399584,22720667
YDL056W	YKL089W	1	1	0	inactivates	20385592,22720667
YDL056W	YKL096W-A	0	2	0		12399584,22720667
YDL056W	YKL097C	0	2	0		12399584,22720667
YDL056W	YKL112W	0	2	0		12399584,22720667
YDL056W	YKL113C	1	2	0	inactivates	12399584,20385592,22720667
YDL056W	YKL142W	0	2	0		12399584,22720667
YDL056W	YLR103C	1	2	0	inactivates	12399584,16522208,20385592
YDL056W	YLR104W	0	2	0		12399584,16522208
YDL056W	YLR300W	0	2	0		12399584,16522208
YDL056W	YLR397C	0	2	0		12399584,22720667
YDL056W	YLR438C-A	0	2	0		12399584,22720667
YDL056W	YLR439W	0	2	0		12399584,22720667
YDL056W	YML027W	0	2	0		12399584,16522208
YDL056W	YML028W	0	2	0		12399584,22720667
YDL056W	YML100W	0	2	0		12399584,22720667
YDL056W	YML101C	0	2	0		12399584,22720667
YDL056W	YMR006C	1	1	0	activates	20385592,22720667
YDL056W	YMR017W	1	1	0	inactivates	20385592,22720667
YDL056W	YMR076C	0	2	0		12399584,22720667
YDL056W	YMR144W	0	2	0		12399584,22720667
YDL056W	YMR179W	0	2	0		12399584,16522208
YDL056W	YMR199W	0	2	0		12399584,16522208
YDL056W	YMR215W	0	2	0		12399584,22720667
YDL056W	YNL102W	1	1	0	activates	16522208,20385592
YDL056W	YNL154C	0	2	0		12399584,22720667
YDL056W	YNL273W	0	2	0		12399584,16522208
YDL056W	YNL274C	0	2	0		12399584,16522208
YDL056W	YNL289W	0	2	0		12399584,16522208
YDL056W	YNL312W	1	2	0	inactivates	12399584,16522208,20385592
YDL056W	YNL313C	0	2	0		12399584,16522208
YDL056W	YNR009W	1	2	0	inactivates	12399584,16522208,20385592
YDL056W	YNR018W	0	2	0		12399584,22720667
YDL056W	YNR044W	0	2	0		12399584,22720667
YDL056W	YOL017W	1	1	0	inactivates	20385592,22720667
YDL056W	YOL108C	1	1	0	inactivates	20385592,22720667
YDL056W	YOR074C	0	2	0		12399584,16522208
YDL056W	YOR075W	0	2	0		12399584,16522208
YDL056W	YOR246C	0	2	0		12399584,22720667
YDL056W	YOR247W	0	2	0		12399584,22720667
YDL056W	YOR248W	1	1	0	inactivates	12399584,20385592
YDL056W	YPL014W	2	1	0	inactivates	16522208,17417638,20385592
YDL056W	YPL056C	0	2	0		12399584,22720667
YDL056W	YPL081W	0	2	0		12399584,22720667
YDL056W	YPL082C	0	2	0		12399584,22720667
YDL056W	YPL127C	1	1	0	inactivates	20385592,22720667
YDL056W	YPR017C	1	1	0	inactivates	20385592,22720667
YDL056W	YPR075C	0	2	0		12399584,22720667
